Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,segment
956,55,Male,Dress,Clothing,75,L,Lavender,Summer,3.4,Yes,Venmo,Free Shipping,Yes,Yes,4,PayPal,Monthly,1
957,29,Male,Shirt,Clothing,99,XL,Cyan,Spring,2.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,1
958,38,Male,Scarf,Accessories,23,XL,Violet,Spring,4.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Cash,Quarterly,1
959,70,Male,Sneakers,Footwear,53,XL,Beige,Winter,4.4,Yes,Cash,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly,0
960,36,Male,Skirt,Clothing,99,M,Cyan,Spring,2.6,Yes,Cash,Standard,Yes,Yes,12,Cash,Fortnightly,1
961,18,Male,Jewelry,Accessories,48,XL,Indigo,Spring,4.4,Yes,Debit Card,Standard,Yes,Yes,20,Venmo,Quarterly,1
962,62,Male,Boots,Footwear,72,L,Olive,Fall,3.7,Yes,Venmo,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,0
963,29,Male,Sunglasses,Accessories,64,L,Green,Spring,4.4,Yes,Cash,Standard,Yes,Yes,26,Debit Card,Fortnightly,1
964,21,Male,Boots,Footwear,63,L,Green,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,0
965,42,Male,Sandals,Footwear,51,M,Beige,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly,0
966,43,Male,Boots,Footwear,55,L,Black,Spring,5.0,Yes,Debit Card,Store Pickup,Yes,Yes,10,Credit Card,Annually,0
967,58,Male,Dress,Clothing,55,M,Brown,Spring,4.9,Yes,Cash,Express,Yes,Yes,19,Cash,Annually,1
968,27,Male,Hoodie,Clothing,26,S,Silver,Summer,3.7,Yes,Debit Card,Store Pickup,Yes,Yes,4,Cash,Weekly,1
969,57,Male,Shorts,Clothing,67,L,Gray,Summer,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly,1
970,40,Male,Coat,Outerwear,31,S,Pink,Fall,3.2,Yes,Debit Card,Express,Yes,Yes,37,PayPal,Monthly,1
971,45,Male,Jeans,Clothing,66,S,Maroon,Winter,4.4,Yes,PayPal,Free Shipping,Yes,Yes,4,Cash,Monthly,1
972,47,Male,Sunglasses,Accessories,67,M,Cyan,Summer,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Weekly,1
973,61,Male,Sneakers,Footwear,61,L,Gold,Winter,3.0,Yes,Venmo,Standard,Yes,Yes,33,Credit Card,Weekly,0
974,60,Male,Jacket,Outerwear,75,M,Teal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,1
975,69,Male,Skirt,Clothing,90,M,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,1
976,58,Male,Sweater,Clothing,40,M,Olive,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,1
977,34,Male,T-shirt,Clothing,90,M,Gray,Fall,3.6,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months,1
978,20,Male,Belt,Accessories,20,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,34,Cash,Bi-Weekly,1
979,56,Male,Gloves,Accessories,40,M,Turquoise,Summer,2.5,Yes,Cash,Standard,Yes,Yes,33,Credit Card,Weekly,1
980,64,Male,Hat,Accessories,33,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,Yes,34,Debit Card,Monthly,1
981,56,Male,Boots,Footwear,98,S,Magenta,Spring,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months,0
982,27,Male,Belt,Accessories,42,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,1
983,35,Male,Coat,Outerwear,62,S,Red,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,37,PayPal,Monthly,1
984,24,Male,Hat,Accessories,45,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,1
985,26,Male,Shoes,Footwear,78,M,Green,Summer,3.4,Yes,Cash,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,0
986,32,Male,Handbag,Accessories,80,M,Gray,Fall,5.0,Yes,Credit Card,Express,Yes,Yes,12,Bank Transfer,Annually,1
987,54,Male,Scarf,Accessories,96,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,1
988,62,Male,Handbag,Accessories,47,M,Charcoal,Summer,2.8,Yes,PayPal,Express,Yes,Yes,48,PayPal,Weekly,1
989,50,Male,Pants,Clothing,84,M,Orange,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly,1
990,70,Male,Shoes,Footwear,31,M,Beige,Spring,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,0
991,48,Male,Sunglasses,Accessories,63,S,Yellow,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,24,Cash,Weekly,1
992,20,Male,Shorts,Clothing,97,XL,White,Spring,2.7,Yes,Debit Card,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,1
993,46,Male,Jacket,Outerwear,99,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,Yes,50,Debit Card,Weekly,1
994,51,Male,Sandals,Footwear,90,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25,Cash,Weekly,0
995,53,Male,Shoes,Footwear,68,L,Violet,Fall,3.2,Yes,PayPal,Express,Yes,Yes,20,Debit Card,Monthly,0
996,44,Male,Jewelry,Accessories,80,M,Magenta,Spring,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,1
997,29,Male,Sandals,Footwear,91,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32,Bank Transfer,Quarterly,0
998,64,Male,Pants,Clothing,30,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,Yes,31,Cash,Fortnightly,1
999,51,Male,Shoes,Footwear,90,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,0
1000,50,Male,Socks,Clothing,28,L,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,Yes,23,Debit Card,Monthly,1
1001,43,Male,Socks,Clothing,46,M,Red,Winter,3.9,Yes,Credit Card,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,1
1002,61,Male,Dress,Clothing,60,M,Orange,Fall,3.6,Yes,Credit Card,Standard,Yes,Yes,4,Debit Card,Fortnightly,1
1003,55,Male,Shoes,Footwear,59,M,White,Spring,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,0
1004,56,Male,Hat,Accessories,68,M,Green,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,1
1005,33,Male,Backpack,Accessories,79,M,Black,Summer,4.8,Yes,Cash,2-Day Shipping,Yes,Yes,44,Cash,Annually,1
1006,43,Male,Backpack,Accessories,94,M,Gold,Winter,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,1
1007,21,Male,Pants,Clothing,83,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,50,Venmo,Quarterly,1
1008,58,Male,Gloves,Accessories,62,XL,Turquoise,Spring,4.8,Yes,Venmo,Standard,Yes,Yes,2,Credit Card,Annually,1
1009,41,Male,Scarf,Accessories,85,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,Yes,Yes,29,PayPal,Annually,1
1010,39,Male,Hoodie,Clothing,30,M,Silver,Summer,3.1,Yes,Bank Transfer,Express,Yes,Yes,11,Venmo,Annually,1
1011,54,Male,Jeans,Clothing,24,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,1
1012,43,Male,Backpack,Accessories,25,L,Indigo,Spring,2.9,Yes,PayPal,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,1
1013,28,Male,Sandals,Footwear,37,L,Teal,Summer,3.8,Yes,Cash,Express,Yes,Yes,27,Credit Card,Annually,0
1014,59,Male,Belt,Accessories,69,XL,Green,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,1
1015,28,Male,Shoes,Footwear,97,M,Violet,Summer,3.0,Yes,Bank Transfer,Standard,Yes,Yes,36,Debit Card,Fortnightly,0
1016,68,Male,Gloves,Accessories,24,M,Cyan,Summer,4.1,Yes,Debit Card,Standard,Yes,Yes,34,Cash,Weekly,1
1017,20,Male,Belt,Accessories,30,XL,Blue,Summer,3.4,Yes,Cash,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,1
1018,21,Male,Jacket,Outerwear,53,L,Orange,Fall,2.5,Yes,Cash,Express,Yes,Yes,14,Credit Card,Annually,1
1019,50,Male,Dress,Clothing,70,XL,Charcoal,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,46,Cash,Weekly,1
1020,32,Male,Shirt,Clothing,76,S,Beige,Winter,2.8,Yes,Debit Card,Standard,Yes,Yes,33,Venmo,Bi-Weekly,1
1021,24,Male,Scarf,Accessories,95,M,Black,Fall,4.5,Yes,Bank Transfer,Express,Yes,Yes,41,Debit Card,Annually,1
1022,55,Male,Coat,Outerwear,51,S,Lavender,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,1
1023,61,Male,Handbag,Accessories,41,M,Lavender,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,7,Cash,Annually,1
1024,61,Male,Sunglasses,Accessories,71,S,Turquoise,Winter,3.5,Yes,Bank Transfer,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,1
1025,28,Male,T-shirt,Clothing,66,M,Purple,Summer,3.5,Yes,Debit Card,Free Shipping,Yes,Yes,18,Venmo,Quarterly,1
1026,60,Male,Shirt,Clothing,84,M,Olive,Winter,4.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Credit Card,Annually,1
1027,49,Male,Handbag,Accessories,95,L,Turquoise,Winter,3.0,Yes,Venmo,Express,Yes,Yes,39,PayPal,Bi-Weekly,1
1028,33,Male,Jewelry,Accessories,90,L,Teal,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Monthly,1
1029,45,Male,Hoodie,Clothing,36,S,Lavender,Summer,3.7,Yes,Venmo,Standard,Yes,Yes,4,Cash,Fortnightly,1
1030,29,Male,Gloves,Accessories,22,M,Purple,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,1
1031,58,Male,Coat,Outerwear,89,L,Blue,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,1
1032,22,Male,Sandals,Footwear,50,M,Teal,Spring,3.4,Yes,Cash,Free Shipping,Yes,Yes,32,Cash,Quarterly,0
1033,55,Male,Boots,Footwear,36,M,Lavender,Fall,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,0
1034,19,Male,Pants,Clothing,52,S,Silver,Spring,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,1
1035,68,Male,Socks,Clothing,29,M,Olive,Fall,4.2,Yes,Venmo,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,1
1036,61,Male,Blouse,Clothing,89,M,Brown,Fall,2.8,Yes,Venmo,Express,Yes,Yes,32,Venmo,Annually,1
1037,68,Male,Handbag,Accessories,47,M,Yellow,Fall,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,1
1038,52,Male,Jewelry,Accessories,25,XL,Brown,Spring,3.4,Yes,Bank Transfer,Standard,Yes,Yes,48,Debit Card,Quarterly,1
1039,41,Male,Pants,Clothing,74,XL,Cyan,Fall,3.0,Yes,Bank Transfer,Express,Yes,Yes,3,Bank Transfer,Weekly,1
1040,29,Male,Belt,Accessories,46,M,Magenta,Fall,4.8,Yes,PayPal,Standard,Yes,Yes,39,Venmo,Monthly,1
1041,68,Male,Jeans,Clothing,22,S,Magenta,Fall,4.0,Yes,Venmo,Next Day Air,Yes,Yes,7,Cash,Fortnightly,1
1042,36,Male,Shirt,Clothing,25,M,Orange,Summer,4.9,Yes,Venmo,Next Day Air,Yes,Yes,11,Cash,Fortnightly,1
1043,55,Male,Belt,Accessories,80,M,Maroon,Spring,4.9,Yes,Venmo,Next Day Air,Yes,Yes,47,Credit Card,Weekly,1
1044,28,Male,Jeans,Clothing,76,M,Green,Spring,3.3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,1
1045,39,Male,Jeans,Clothing,30,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,1
1046,54,Male,Sweater,Clothing,79,L,Black,Fall,3.5,Yes,Cash,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,1
1047,40,Male,Sneakers,Footwear,22,M,Magenta,Winter,4.2,Yes,Credit Card,Standard,Yes,Yes,12,Venmo,Annually,0
1048,31,Male,Socks,Clothing,36,S,Olive,Fall,4.2,Yes,Debit Card,Standard,Yes,Yes,7,Credit Card,Fortnightly,1
1049,30,Male,Socks,Clothing,77,L,Yellow,Fall,2.7,Yes,Cash,Standard,Yes,Yes,19,Venmo,Fortnightly,1
1050,45,Male,Sunglasses,Accessories,33,S,Purple,Fall,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,24,Cash,Quarterly,1
1051,48,Male,Sneakers,Footwear,64,M,Beige,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,19,Venmo,Monthly,0
1052,45,Male,Socks,Clothing,53,M,Indigo,Fall,2.6,Yes,PayPal,Free Shipping,Yes,Yes,39,PayPal,Annually,1
1053,60,Male,Shoes,Footwear,36,XL,Pink,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,0
1054,59,Male,Blouse,Clothing,70,M,Blue,Spring,3.3,No,Cash,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,1
1055,18,Male,Shorts,Clothing,96,L,Cyan,Winter,4.9,No,Debit Card,Express,Yes,Yes,48,PayPal,Quarterly,1
1056,70,Male,Jacket,Outerwear,27,M,Orange,Spring,3.3,No,PayPal,Next Day Air,Yes,Yes,24,Debit Card,Annually,1
1057,20,Male,Sweater,Clothing,64,L,Black,Winter,2.9,No,Debit Card,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,1
1058,65,Male,Jacket,Outerwear,23,S,Maroon,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,1
1059,29,Male,Scarf,Accessories,33,L,Violet,Summer,3.1,No,Credit Card,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,1
1060,22,Male,Jacket,Outerwear,34,M,Beige,Winter,2.5,No,Venmo,Standard,Yes,Yes,25,Debit Card,Monthly,1
1061,27,Male,Sweater,Clothing,35,S,Gray,Summer,2.6,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,1
1062,36,Male,Coat,Outerwear,62,M,Gray,Summer,4.4,No,Debit Card,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,1
1063,59,Male,Boots,Footwear,75,M,Brown,Fall,2.6,No,Venmo,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,0
1064,62,Male,Hoodie,Clothing,29,S,Indigo,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,35,Cash,Monthly,1
1065,34,Male,Hat,Accessories,28,M,Violet,Spring,3.5,No,Debit Card,Express,Yes,Yes,42,Credit Card,Every 3 Months,1
1066,59,Male,T-shirt,Clothing,20,XL,Blue,Spring,4.1,No,Cash,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,1
1067,49,Male,Coat,Outerwear,96,M,Red,Winter,4.0,No,Credit Card,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,1
1068,18,Male,Dress,Clothing,43,S,Peach,Summer,2.7,No,Venmo,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,1
1069,55,Male,Shirt,Clothing,94,M,Olive,Fall,2.5,No,Bank Transfer,Standard,Yes,Yes,47,Credit Card,Weekly,1
1070,38,Male,Skirt,Clothing,81,XL,White,Fall,4.3,No,Credit Card,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,1
1071,50,Male,Jewelry,Accessories,75,M,Magenta,Summer,3.3,No,Venmo,Free Shipping,Yes,Yes,50,Debit Card,Weekly,1
1072,61,Male,Hat,Accessories,81,M,Beige,Summer,2.6,No,Cash,Express,Yes,Yes,46,Credit Card,Monthly,1
1073,48,Male,Shorts,Clothing,92,L,Gold,Fall,3.5,No,Bank Transfer,Express,Yes,Yes,34,Debit Card,Fortnightly,1
1074,22,Male,Scarf,Accessories,96,XL,Purple,Spring,4.0,No,Cash,Store Pickup,Yes,Yes,33,Credit Card,Monthly,1
1075,48,Male,Jewelry,Accessories,71,S,White,Fall,2.6,No,PayPal,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,1
1076,57,Male,Sunglasses,Accessories,50,L,Indigo,Summer,4.9,No,Debit Card,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,1
1077,33,Male,Coat,Outerwear,72,L,Charcoal,Spring,2.9,No,Bank Transfer,Standard,Yes,Yes,47,Venmo,Bi-Weekly,1
1078,58,Male,Jacket,Outerwear,28,M,Pink,Winter,3.7,No,Cash,Standard,Yes,Yes,5,PayPal,Quarterly,1
1079,37,Male,Sweater,Clothing,59,M,Silver,Fall,4.4,No,Cash,Express,Yes,Yes,49,Credit Card,Fortnightly,1
1080,18,Male,Coat,Outerwear,33,S,Blue,Summer,4.4,No,Bank Transfer,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,1
1081,65,Male,Scarf,Accessories,59,L,Blue,Fall,3.8,No,Bank Transfer,Express,Yes,Yes,22,Cash,Every 3 Months,1
1082,62,Male,Belt,Accessories,30,XL,Brown,Spring,4.5,No,Cash,Standard,Yes,Yes,45,Credit Card,Annually,1
1083,54,Male,Hat,Accessories,85,XL,Cyan,Winter,2.6,No,PayPal,Next Day Air,Yes,Yes,30,Venmo,Quarterly,1
1084,35,Male,Backpack,Accessories,97,L,Teal,Summer,3.3,No,Credit Card,Store Pickup,Yes,Yes,43,Cash,Weekly,1
1085,34,Male,T-shirt,Clothing,36,S,Purple,Fall,4.1,No,Credit Card,Next Day Air,Yes,Yes,48,Cash,Quarterly,1
1086,25,Male,Jewelry,Accessories,85,M,Turquoise,Winter,3.0,No,PayPal,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,1
1087,53,Male,Sunglasses,Accessories,62,M,Olive,Winter,3.0,No,PayPal,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,1
1088,45,Male,Jeans,Clothing,71,S,White,Winter,3.4,No,PayPal,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,1
1089,49,Male,Pants,Clothing,21,M,Turquoise,Winter,2.7,No,Bank Transfer,Free Shipping,Yes,Yes,2,PayPal,Weekly,1
1090,40,Male,Backpack,Accessories,61,M,Silver,Spring,3.8,No,Debit Card,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,1
1091,38,Male,Scarf,Accessories,58,M,Violet,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,27,Cash,Fortnightly,1
1092,44,Male,Sweater,Clothing,80,L,Lavender,Spring,4.7,No,Cash,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,1
1093,68,Male,Jewelry,Accessories,50,L,Magenta,Spring,4.1,No,Credit Card,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,1
1094,60,Male,Sneakers,Footwear,48,S,Indigo,Winter,4.2,No,PayPal,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,0
1095,25,Male,Jewelry,Accessories,40,M,Black,Winter,4.8,No,Credit Card,Next Day Air,Yes,Yes,25,Cash,Quarterly,1
1096,19,Male,Coat,Outerwear,34,S,Peach,Summer,3.0,No,Debit Card,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,1
1097,57,Male,Coat,Outerwear,46,S,Beige,Fall,2.6,No,Credit Card,Standard,Yes,Yes,48,Credit Card,Annually,1
1098,58,Male,Sunglasses,Accessories,27,M,Black,Summer,3.2,No,Venmo,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,1
1099,49,Male,Handbag,Accessories,98,S,Turquoise,Spring,3.6,No,PayPal,Next Day Air,Yes,Yes,27,Credit Card,Weekly,1
1100,19,Male,Sweater,Clothing,73,M,Peach,Fall,2.6,No,Cash,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,1
1101,50,Male,Pants,Clothing,28,L,Gold,Spring,4.4,No,Debit Card,Express,Yes,Yes,2,Credit Card,Weekly,1
1102,30,Male,Gloves,Accessories,76,XL,Silver,Fall,3.0,No,Cash,Free Shipping,Yes,Yes,39,Cash,Fortnightly,1
1103,52,Male,Sweater,Clothing,83,M,Peach,Fall,2.9,No,Credit Card,Express,Yes,Yes,24,Cash,Fortnightly,1
1104,35,Male,Hoodie,Clothing,23,S,Charcoal,Spring,4.3,No,Debit Card,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,1
1105,35,Male,Hat,Accessories,28,M,Beige,Fall,3.1,No,Bank Transfer,Express,Yes,Yes,8,Bank Transfer,Quarterly,1
1106,33,Male,T-shirt,Clothing,83,S,Olive,Spring,3.0,No,Credit Card,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,1
1107,52,Male,Skirt,Clothing,96,L,Violet,Winter,3.6,No,Credit Card,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,1
1108,69,Male,Sneakers,Footwear,62,M,Peach,Fall,2.8,No,Venmo,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,0
1109,27,Male,Shorts,Clothing,25,M,Teal,Fall,2.8,No,Venmo,Standard,Yes,Yes,50,Cash,Fortnightly,1
1110,66,Male,Hoodie,Clothing,97,L,Violet,Winter,4.9,No,Debit Card,Next Day Air,Yes,Yes,2,Venmo,Weekly,1
1111,28,Male,Hoodie,Clothing,61,L,Cyan,Fall,3.0,No,Debit Card,Standard,Yes,Yes,31,Cash,Bi-Weekly,1
1112,22,Male,Shoes,Footwear,66,S,Olive,Summer,4.1,No,Bank Transfer,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly,0
1113,69,Male,Hoodie,Clothing,67,XL,Pink,Spring,4.6,No,Credit Card,Free Shipping,Yes,Yes,32,PayPal,Quarterly,1
1114,28,Male,Sunglasses,Accessories,80,M,Purple,Summer,4.8,No,Cash,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,1
1115,55,Male,Skirt,Clothing,25,L,Violet,Fall,2.6,No,Cash,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,1
1116,30,Male,Hat,Accessories,58,S,Peach,Fall,4.0,No,Bank Transfer,2-Day Shipping,Yes,Yes,37,Cash,Weekly,1
1117,67,Male,Backpack,Accessories,96,M,Charcoal,Winter,4.2,No,Venmo,Express,Yes,Yes,39,PayPal,Fortnightly,1
1118,25,Male,Sunglasses,Accessories,77,L,Lavender,Spring,4.5,No,PayPal,Store Pickup,Yes,Yes,24,Credit Card,Monthly,1
1119,49,Male,Belt,Accessories,65,M,Purple,Summer,4.9,No,Debit Card,Standard,Yes,Yes,11,PayPal,Every 3 Months,1
1120,34,Male,Jewelry,Accessories,36,M,Indigo,Spring,3.1,No,Venmo,Standard,Yes,Yes,36,Credit Card,Weekly,1
1121,22,Male,Sneakers,Footwear,84,M,Magenta,Winter,4.0,No,Venmo,Next Day Air,Yes,Yes,40,Debit Card,Monthly,0
1122,63,Male,T-shirt,Clothing,58,XL,Peach,Fall,3.2,No,Cash,Express,Yes,Yes,25,Cash,Quarterly,1
1123,70,Male,Handbag,Accessories,62,S,Charcoal,Spring,4.3,No,PayPal,2-Day Shipping,Yes,Yes,12,Credit Card,Annually,1
1124,36,Male,Hat,Accessories,67,S,Purple,Fall,2.5,No,Debit Card,Store Pickup,Yes,Yes,38,Cash,Monthly,1
1125,42,Male,Sweater,Clothing,20,M,Orange,Spring,4.9,No,Debit Card,Express,Yes,Yes,40,Cash,Quarterly,1
1126,27,Male,Sandals,Footwear,90,M,Lavender,Summer,2.7,No,Debit Card,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly,0
1127,23,Male,Scarf,Accessories,58,L,Beige,Winter,3.4,No,Venmo,Standard,Yes,Yes,47,Venmo,Fortnightly,1
1128,50,Male,Shirt,Clothing,53,XL,Maroon,Spring,4.8,No,Venmo,Store Pickup,Yes,Yes,22,Debit Card,Monthly,1
1129,56,Male,Gloves,Accessories,30,L,Charcoal,Winter,4.7,No,PayPal,Next Day Air,Yes,Yes,35,Debit Card,Monthly,1
1130,37,Male,Hoodie,Clothing,65,XL,White,Winter,4.7,No,Credit Card,Express,Yes,Yes,46,Venmo,Fortnightly,1
1131,67,Male,Jewelry,Accessories,41,M,Lavender,Summer,3.9,No,Cash,Standard,Yes,Yes,30,PayPal,Bi-Weekly,1
1132,67,Male,Shirt,Clothing,73,M,Black,Spring,3.7,No,Credit Card,Express,Yes,Yes,20,Bank Transfer,Monthly,1
1133,50,Male,Hoodie,Clothing,98,S,Teal,Spring,4.3,No,PayPal,Store Pickup,Yes,Yes,25,Cash,Fortnightly,1
1134,36,Male,Shoes,Footwear,36,XL,Magenta,Winter,4.1,No,PayPal,2-Day Shipping,Yes,Yes,29,Cash,Weekly,0
1135,62,Male,T-shirt,Clothing,81,M,Brown,Summer,4.6,No,Bank Transfer,Express,Yes,Yes,2,Venmo,Every 3 Months,1
1136,65,Male,Skirt,Clothing,90,L,Peach,Winter,3.6,No,PayPal,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly,1
1137,23,Male,Handbag,Accessories,83,S,Cyan,Summer,4.8,No,Debit Card,Free Shipping,Yes,Yes,37,Cash,Monthly,1
1138,46,Male,Shirt,Clothing,91,XL,Pink,Winter,2.8,No,Credit Card,2-Day Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months,1
1139,18,Male,Pants,Clothing,36,M,Purple,Summer,4.7,No,Venmo,Express,Yes,Yes,32,Venmo,Fortnightly,1
1140,58,Male,Coat,Outerwear,53,L,Purple,Spring,3.9,No,PayPal,Standard,Yes,Yes,42,Debit Card,Bi-Weekly,1
1141,31,Male,Jeans,Clothing,39,M,White,Winter,2.6,No,Cash,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months,1
1142,39,Male,Gloves,Accessories,33,S,Silver,Winter,4.7,No,Debit Card,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,1
1143,69,Male,T-shirt,Clothing,76,L,Green,Spring,3.5,No,Cash,Store Pickup,Yes,Yes,27,Venmo,Bi-Weekly,1
1144,68,Male,Boots,Footwear,23,L,Teal,Winter,4.4,No,Cash,Standard,Yes,Yes,43,PayPal,Quarterly,0
1145,41,Male,Jeans,Clothing,54,S,Indigo,Fall,4.4,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly,1
